,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Date,Description,Amount,Extended Details,Appears On Your Statement As,Address,City/State,Zip Code,Country,Reference,Category
09/09/2025,AplPay H-E-B #455 00SAN MARCOS          TX,19.93,"000092729   9999999999
AplPay H-E-B #455 000000000879355
SAN MARCOS
TX
9999999999",AplPay H-E-B #455 00SAN MARCOS          TX,200 WEST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320252530768995324,Merchandise & Supplies-Groceries
09/06/2025,MOBILE PAYMENT - THANK YOU,-1000.00,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,320252490640117194,
09/06/2025,WALMART.COM         WALMART.COM         AR,-4.98,"WAI7D8PH6QR 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252490658087734,Merchandise & Supplies-Internet Purchase
09/06/2025,WALMART.COM         WALMART.COM         AR,62.37,"WPJ039135N5 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252490657308317,Merchandise & Supplies-Internet Purchase
09/04/2025,AplPay TARGET       SAN MARCOS          TX,1.68,"001604886   612-3044357
AplPay TARGET        033357 09100033357
SAN MARCOS
TX
Description : SEE INVOICE Price : 0.0168
612-3044357",AplPay TARGET       SAN MARCOS          TX,"SUITE 200
101 CONCHO STREET","SAN MARCOS
TX",78666,UNITED STATES,320252480635613455,Merchandise & Supplies-Wholesale Stores
09/04/2025,WALMART.COM         WALMART.COM         AR,1.47,"W6OXM6QR02R 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252470591044979,Merchandise & Supplies-Internet Purchase
09/03/2025,AplPay TARGET       DALLAS              TX,3.33,"001617435   612-3044357
AplPay TARGET        000133 09100000133
DALLAS
TX
Description : SEE INVOICE Price : 0.0333
612-3044357",AplPay TARGET       DALLAS              TX,13131 MONTFORT DR,"DALLAS
TX",75240,UNITED STATES,320252470604845881,Merchandise & Supplies-Wholesale Stores
09/03/2025,AplPay TARGET       DALLAS              TX,5.98,"001631024   612-3044357
AplPay TARGET        000133 09100000133
DALLAS
TX
Description : SEE INVOICE Price : 0.0598
612-3044357",AplPay TARGET       DALLAS              TX,13131 MONTFORT DR,"DALLAS
TX",75240,UNITED STATES,320252470604790512,Merchandise & Supplies-Wholesale Stores
09/02/2025,A&A APPLIANCE LEASINROUND ROCK          TX,35.56,"CH_3S2TPIDP +15125376250
A&A APPLIANCE LEASING
ROUND ROCK
TX
+15125376250",A&A APPLIANCE LEASINROUND ROCK          TX,1105 WONDER DR,"ROUND ROCK
TX",78681,UNITED STATES,320252450525798695,Merchandise & Supplies-Electronics Stores
09/02/2025,PEDERNALES ELECTRIC JOHNSON CITY        TX,101.00,"00895076    888-554-4732
PEDERNALES ELECTRIC COOP R
JOHNSON CITY
TX
Description : UTILITY PROVIDER Price : 0.00
888-554-4732",PEDERNALES ELECTRIC JOHNSON CITY        TX,"201 SOUTH AVE
F","JOHNSON CITY
TX",78636,UNITED STATES,320252460573923531,Other-Utilities
09/02/2025,REPLICATE           SAN FRANCISCO       CA,2.00,"CH_3S34WGAC +14156500699
REPLICATE
SAN FRANCISCO
CA
+14156500699",REPLICATE           SAN FRANCISCO       CA,"2261 MARKET ST
4056","SAN FRANCISCO
CA",94114,UNITED STATES,320252460575134437,Merchandise & Supplies-Computer Supplies
08/31/2025,AUTOPAY PAYMENT - THANK YOU,-200.00,"AUTOPAY PAYMENT - THANK YOU
",AUTOPAY PAYMENT - THANK YOU,,,,,320252430470921778,
08/31/2025,GITHUB              SAN FRANCISCO       CA,5.00,"CH_3S2LEDEQ +18774484820
GITHUB
SAN FRANCISCO
CA
+18774484820",GITHUB              SAN FRANCISCO       CA,275 BRANNAN ST,"SAN FRANCISCO
CA",94107,UNITED STATES,320252440520369008,Other-Miscellaneous
08/30/2025,AplPay APPLE.COM/BILINTERNET CHARGE     CA,0.07,"MQQ63ZLTNJA RECORD STORE
AplPay APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",AplPay APPLE.COM/BILINTERNET CHARGE     CA,"MS-3RA
12545 RIATA VISTA CIRCLE","AUSTIN
TX",78727-5205,UNITED STATES,320252420450096155,Merchandise & Supplies-Internet Purchase
08/30/2025,AplPay APPLE.COM/BILINTERNET CHARGE     CA,1.00,"MQQ63ZLTNJA RECORD STORE
AplPay APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",AplPay APPLE.COM/BILINTERNET CHARGE     CA,"MS-3RA
12545 RIATA VISTA CIRCLE","AUSTIN
TX",78727-5205,UNITED STATES,320252420449316927,Merchandise & Supplies-Internet Purchase
08/29/2025,H-E-B #455 000000000SAN MARCOS          TX,2.00,"000253647   9999999999
H-E-B #455 000000000879355
SAN MARCOS
TX
9999999999",H-E-B #455 000000000SAN MARCOS          TX,200 WEST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320252420449463174,Merchandise & Supplies-Groceries
08/29/2025,H-E-B #455 000000000SAN MARCOS          TX,15.69,"000246864   9999999999
H-E-B #455 000000000879355
SAN MARCOS
TX
9999999999",H-E-B #455 000000000SAN MARCOS          TX,200 WEST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320252420449461439,Merchandise & Supplies-Groceries
08/29/2025,WALMART.COM         WALMART.COM         AR,58.87,"WED44P6BPG8 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252420466362499,Merchandise & Supplies-Internet Purchase
08/28/2025,AplPay TARGET       SAN MARCOS          TX,2.34,"001623573   612-3044357
AplPay TARGET        033357 09100033357
SAN MARCOS
TX
Description : SEE INVOICE Price : 0.0234
612-3044357",AplPay TARGET       SAN MARCOS          TX,"SUITE 200
101 CONCHO STREET","SAN MARCOS
TX",78666,UNITED STATES,320252400394358841,Merchandise & Supplies-Wholesale Stores
08/27/2025,WAL-MART SUPERCENTERSAN MARCOS          TX,-8.94,"52395609529 DISCOUNT STORE
WAL-MART SUPERCENTER 404 0404
SAN MARCOS
TX
DISCOUNT STORE",WAL-MART SUPERCENTERSAN MARCOS          TX,1015 HWY 80,"SAN MARCOS
TX",78666,UNITED STATES,320252390362064005,Merchandise & Supplies-Wholesale Stores
08/27/2025,YSI*COUNTRY OAKS    SAN MARCOS          TX,257.38,"305694681   512-637-1689
YSI*COUNTRY OAKS
SAN MARCOS
TX
512-637-1689",YSI*COUNTRY OAKS    SAN MARCOS          TX,"500 NORTH CAPITAL OF TEXAS HWY
BLDG 7","AUSTIN
TX",78746,UNITED STATES,320252400390529313,Business Services-Other Services
08/26/2025,VISIBLE             LONE TREE           CO,25.00,"Q27X29K9    8663313527
VISIBLE
LONE TREE
CO
8663313527",VISIBLE             LONE TREE           CO,10000 PARK MDWS DR,"LONE TREE
CO",80124,UNITED STATES,320252380338493027,Communications-Mobile Telecom
08/24/2025,CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA,112.45,"CH_3RZOXRAC +14152360599
CLAUDE.AI SUBSCRIPTION
SAN FRANCISCO
CA
+14152360599",CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA,731 SANSOME ST,"SAN FRANCISCO
CA",94111,UNITED STATES,320252370321337605,Merchandise & Supplies-Computer Supplies
08/24/2025,WALMART.COM 80092562BENTONVILLE         AR,9.20,"WSSEMO5NAZ5 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252370314545388,Merchandise & Supplies-Internet Purchase
08/23/2025,AplPay APPLE.COM/BILINTERNET CHARGE     CA,0.99,"MQQ6492JF0A RECORD STORE
AplPay APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",AplPay APPLE.COM/BILINTERNET CHARGE     CA,"MS-3RA
12545 RIATA VISTA CIRCLE","AUSTIN
TX",78727-5205,UNITED STATES,320252350256324764,Merchandise & Supplies-Internet Purchase
08/23/2025,CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA,99.97,"CH_3RZCGLAC +14152360599
CLAUDE.AI SUBSCRIPTION
SAN FRANCISCO
CA
+14152360599",CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA,731 SANSOME ST,"SAN FRANCISCO
CA",94111,UNITED STATES,320252350255257134,Merchandise & Supplies-Computer Supplies
08/23/2025,WALMART.COM         WALMART.COM         AR,37.29,"WCPKG59MAWK 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252350257694659,Merchandise & Supplies-Internet Purchase
08/22/2025,WALMART.COM 80092562BENTONVILLE         AR,51.06,"WH2OH6N476P 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252350272525448,Merchandise & Supplies-Internet Purchase
08/20/2025,AplPay TARGET       SAN MARCOS          TX,0.99,"000710088   612-3044357
AplPay TARGET        033357 09100033357
SAN MARCOS
TX
Description : SEE INVOICE Price : 0.0099
612-3044357",AplPay TARGET       SAN MARCOS          TX,"SUITE 200
101 CONCHO STREET","SAN MARCOS
TX",78666,UNITED STATES,320252330214107105,Merchandise & Supplies-Wholesale Stores
08/20/2025,MOBILE PAYMENT - THANK YOU,-700.00,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,320252320164369793,
08/18/2025,BT*ASSOCIATION FOR CNEW YORK            NY,19.00,"6C982WMF    2126260500
BT*ASSOCIATION FOR COMPUTING MACHINERY
NEW YORK
NY
2126260500",BT*ASSOCIATION FOR CNEW YORK            NY,1601 BROADWAY,"NEW YORK
NY",10019,UNITED STATES,320252300115132722,Other-Charities
08/16/2025,DOLLARTREE 000007427SAN MARCOS          TX,16.13,"600112395748775308733
VARIETY STORES
DOLLARTREE 000007427
SAN MARCOS
TX
VARIETY STORES
8775308733",DOLLARTREE 000007427SAN MARCOS          TX,1612 RIV RD,"SAN MARCOS
TX",78666,UNITED STATES,320252290095696068,Merchandise & Supplies-Groceries
08/16/2025,ROSS STORES #1070   SAN MARCOS          TX,19.45,"01070001655 999-999-9999
ROSS STORES #1070
SAN MARCOS
TX
999-999-9999",ROSS STORES #1070   SAN MARCOS          TX,1050 MCKINLEY PLACE DR,"SAN MARCOS
TX",78666,UNITED STATES,320252290085835226,Merchandise & Supplies-Clothing Stores
08/16/2025,SAM'S CLUB 4958 4958SAN MARCOS          TX,68.02,"52283102751 WHOLESALE CLUB
SAM'S CLUB 4958 4958
SAN MARCOS
TX
WHOLESALE CLUB",SAM'S CLUB 4958 4958SAN MARCOS          TX,1350 LEAH AVE,"SAN MARCOS
TX",78666,UNITED STATES,320252280057684151,Merchandise & Supplies-Wholesale Stores
08/16/2025,WAL-MART SUPERCENTERSAN MARCOS          TX,16.77,"52289002445 DISCOUNT STORE
WAL-MART SUPERCENTER 404 0404
SAN MARCOS
TX
DISCOUNT STORE",WAL-MART SUPERCENTERSAN MARCOS          TX,1015 HWY 80,"SAN MARCOS
TX",78666,UNITED STATES,320252280056379805,Merchandise & Supplies-Wholesale Stores
08/15/2025,WALMART.COM         WALMART.COM         AR,48.97,"WWQMCPDATE8 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252270030267326,Merchandise & Supplies-Internet Purchase
08/14/2025,WALMART.COM 80092562BENTONVILLE         AR,1.47,"WDJBOLQKAZJ 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252270048643316,Merchandise & Supplies-Internet Purchase
08/12/2025,"OPENROUTER, INC     NEW YORK            NY",5.80,"CH_3RVQPVDH +18482974487
OPENROUTER, INC
NEW YORK
NY
+18482974487","OPENROUTER, INC     NEW YORK            NY",169 MADISON AVE 2404,"NEW YORK
NY",10016,UNITED STATES,320252250987458101,Merchandise & Supplies-Computer Supplies
08/09/2025,WALMART.COM         WALMART.COM         AR,89.75,"W4O4OL6SHBK 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252210865904424,Merchandise & Supplies-Internet Purchase
08/08/2025,UBER,5.98,"NHGNZTMA   BU26TRC2         78666
Uber Trip
help.uber.com
CA
BU26TRC2         78666",Uber Trip           help.uber.com       CA,"1455 MARKET ST
4TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,320252200832436817,Transportation-Taxis & Coach
08/07/2025,PT88 LLC 28674822116SAN MARCOS          TX,42.00,"73011005219 GMPINC@YMAIL.COM
PT88 LLC 286748221162643
SAN MARCOS
TX
GMPINC@YMAIL.COM",PT88 LLC 28674822116SAN MARCOS          TX,212 NORTH LBJ DR,"SAN MARCOS
TX",78666,UNITED STATES,320252200846674117,Restaurant-Restaurant
08/07/2025,UBER,4.18,"PP4AWYM9   WUBZ7NNE         78666
Uber Trip
help.uber.com
CA
WUBZ7NNE         78666",Uber Trip           help.uber.com       CA,"1455 MARKET ST
4TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,320252190802373793,Transportation-Taxis & Coach
08/07/2025,UBER,5.05,"23EWK3HW   EPO5XUKF         78666
Uber Trip
help.uber.com
CA
EPO5XUKF         78666",Uber Trip           help.uber.com       CA,"1455 MARKET ST
4TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,320252190803041978,Transportation-Taxis & Coach
08/07/2025,UBER,5.70,"HXPMTPH6TFF TAXICAB & LIMOUSINE
Uber Trip
help.uber.com
CA
TAXICAB & LIMOUSINE",Uber Trip           help.uber.com       CA,"1455 MARKET ST
4TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,320252200840949903,Transportation-Taxis & Coach
08/06/2025,H-E-B #455 000000000SAN MARCOS          TX,8.29,"000298637   9999999999
H-E-B #455 000000000879355
SAN MARCOS
TX
9999999999",H-E-B #455 000000000SAN MARCOS          TX,200 WEST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320252190800494979,Merchandise & Supplies-Groceries
08/06/2025,TARGET        033357SAN MARCOS          TX,24.14,"001605740   612-3044357
TARGET        033357 09100033357
SAN MARCOS
TX
Description : SEE INVOICE Price : 0.2414
612-3044357",TARGET        033357SAN MARCOS          TX,"SUITE 200
101 CONCHO STREET","SAN MARCOS
TX",78666,UNITED STATES,320252190817403080,Merchandise & Supplies-Wholesale Stores
08/06/2025,UBER,5.39,"20HJ6EVY   JIRJWJMC         78666
Uber Trip
help.uber.com
CA
JIRJWJMC         78666",Uber Trip           help.uber.com       CA,"1455 MARKET ST
4TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,320252180781085125,Transportation-Taxis & Coach
08/04/2025,A&A APPLIANCE LEASINROUND ROCK          TX,114.65,"CH_3RSXM5DP +15125376250
A&A APPLIANCE LEASING
ROUND ROCK
TX
+15125376250",A&A APPLIANCE LEASINROUND ROCK          TX,1105 WONDER DR,"ROUND ROCK
TX",78681,UNITED STATES,320252170766739577,Merchandise & Supplies-Electronics Stores
08/04/2025,AplPay STARBUCKS STOSAN MARCOS          TX,5.28,"88D643AC42B FAST FOOD RESTAURANT
AplPay STARBUCKS STORE 7403
SAN MARCOS
TX
FAST FOOD RESTAURANT",AplPay STARBUCKS STOSAN MARCOS          TX,1430 NORTH IH 35,"SAN MARCOS
TX",78666,UNITED STATES,320252170754129905,Restaurant-Bar & Café
08/04/2025,H-E-B #243 000000000SAN MARCOS          TX,23.27,"000947786   9999999999
H-E-B #243 000000000879200
SAN MARCOS
TX
9999999999",H-E-B #243 000000000SAN MARCOS          TX,641 EAST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320252170747551714,Merchandise & Supplies-Groceries
08/04/2025,MOBILE PAYMENT - THANK YOU,-600.00,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,320252160718348210,
08/03/2025,WALMART.COM         WALMART.COM         AR,54.68,"WPW6NST6C36 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252150696967187,Merchandise & Supplies-Internet Purchase
08/01/2025,CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA,21.32,"CH_3RRT1YAC +14152360599
CLAUDE.AI SUBSCRIPTION
SAN FRANCISCO
CA
+14152360599",CLAUDE.AI SUBSCRIPTISAN FRANCISCO       CA,731 SANSOME ST,"SAN FRANCISCO
CA",94111,UNITED STATES,320252140687713768,Merchandise & Supplies-Computer Supplies
07/31/2025,AplPay STARBUCKS STOSAN MARCOS          TX,7.44,"6128D628023 FAST FOOD RESTAURANT
AplPay STARBUCKS STORE 7403
SAN MARCOS
TX
FAST FOOD RESTAURANT",AplPay STARBUCKS STOSAN MARCOS          TX,1430 NORTH IH 35,"SAN MARCOS
TX",78666,UNITED STATES,320252130641745577,Restaurant-Bar & Café
07/31/2025,PEDERNALES ELECTRIC JOHNSON CITY        TX,200.00,"00633276    888-554-4732
PEDERNALES ELECTRIC COOP M
JOHNSON CITY
TX
Description : UTILITY PROVIDER Price : 0.00
888-554-4732",PEDERNALES ELECTRIC JOHNSON CITY        TX,"201 SOUTH AVE
F","JOHNSON CITY
TX",78636,UNITED STATES,320252130649009918,Other-Utilities
07/30/2025,SUPABASE            SINGAPORE           SG,25.00,"CH_3RQJNRJD +6587498462
SUPABASE
SINGAPORE
SG
",SUPABASE            SINGAPORE           SG,65 CHULIA STREET 38-0203 OCBC CENTRE,SINGAPORE,049513,SINGAPORE,320252100550700630,Merchandise & Supplies-Computer Supplies
07/30/2025,UBER,6.62,"5P8T0ST2   JHNTKZ54         78666
Uber Trip
help.uber.com
CA
JHNTKZ54         78666",Uber Trip           help.uber.com       CA,"1455 MARKET ST
4TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,320252110581578343,Transportation-Taxis & Coach
07/30/2025,WALMART.COM         WALMART.COM         AR,47.10,"W99HWV3W0T8 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252110580082749,Merchandise & Supplies-Internet Purchase
07/26/2025,AplPay TARGET       AUSTIN              TX,2.15,"001634813   612-3044357
AplPay TARGET        032508 09100032508
AUSTIN
TX
Description : SEE INVOICE Price : 0.0215
612-3044357",AplPay TARGET       AUSTIN              TX,2021 GUADALUPE ST,"AUSTIN
TX",78705,UNITED STATES,320252070467288406,Merchandise & Supplies-Wholesale Stores
07/26/2025,AplPay UT BLANTON-ADAUSTIN              TX,30.00,"24          5124718792
AplPay UT BLANTON-ADMISSIONS
AUSTIN
TX
5124718792",AplPay UT BLANTON-ADAUSTIN              TX,"23RD ST SAN JANCINTO
ART BLDG RM 1314","AUSTIN
TX",78731,UNITED STATES,320252080499015583,Other-Education
07/26/2025,CAFE CREME - DOWNTOWAustin              TX,7.50,"limNZFqYNr3 squareup.com/receipts
CAFE CREME - DOWNTOWN
Austin
TX
squareup.com/receipts",CAFE CREME - DOWNTOWAustin              TX,710 WEST CESAR CHAVEZ ST,"AUSTIN
TX",78701-3821,UNITED STATES,320252070467957756,Restaurant-Bar & Café
07/26/2025,TRADER JOES         AUSTIN              TX,25.55,"000031359856265993700
TRADER JOES
AUSTIN
TX
6265993700",TRADER JOES         AUSTIN              TX,211 WALTER SEAHOLM DR STE 100,"AUSTIN
TX",78701,UNITED STATES,320252080501283248,Merchandise & Supplies-Groceries
07/26/2025,TST* CLAY PIT 000948AUSTIN              TX,40.10,"21105175208 RESTAURANT
TST* CLAY PIT 00094846
AUSTIN
TX
RESTAURANT",TST* CLAY PIT 000948AUSTIN              TX,"1601 GUADALUPE ST THE BERTRAM
BUILDING","AUSTIN
TX",78701-1212,UNITED STATES,320252080501097498,Restaurant-Restaurant
07/26/2025,TST* NORI 00087664  AUSTIN              TX,79.28,"21105175208 RESTAURANT
TST* NORI 00087664
AUSTIN
TX
RESTAURANT",TST* NORI 00087664  AUSTIN              TX,"4600 MUELLER BLVD
3007","AUSTIN
TX",78723,UNITED STATES,320252080501613039,Restaurant-Restaurant
07/26/2025,UBER,4.92,"DNW9WNWE   DQP3W2M2         78666
Uber Trip
help.uber.com
CA
DQP3W2M2         78666",Uber Trip           help.uber.com       CA,"1455 MARKET ST
4TH FLOOR","SAN FRANCISCO
CA",94103,UNITED STATES,320252070474032905,Transportation-Taxis & Coach
07/26/2025,VISIBLE             LONE TREE           CO,25.00,"CZPX47WX    8663313527
VISIBLE
LONE TREE
CO
8663313527",VISIBLE             LONE TREE           CO,10000 PARK MDWS DR,"LONE TREE
CO",80124,UNITED STATES,320252070474228910,Communications-Mobile Telecom
07/25/2025,H-E-B #243 000000000SAN MARCOS          TX,35.02,"000051242   9999999999
H-E-B #243 000000000879200
SAN MARCOS
TX
9999999999",H-E-B #243 000000000SAN MARCOS          TX,641 EAST HOPKINS ST,"SAN MARCOS
TX",78666,UNITED STATES,320252070469866836,Merchandise & Supplies-Groceries
07/25/2025,SAM'S CLUB 4958 4958SAN MARCOS          TX,43.38,"52060000716 WHOLESALE CLUB
SAM'S CLUB 4958 4958
SAN MARCOS
TX
WHOLESALE CLUB",SAM'S CLUB 4958 4958SAN MARCOS          TX,1350 LEAH AVE,"SAN MARCOS
TX",78666,UNITED STATES,320252060440616944,Merchandise & Supplies-Wholesale Stores
07/24/2025,AplPay TARGET       SAN MARCOS          TX,2.34,"000722863   612-3044357
AplPay TARGET        033357 09100033357
SAN MARCOS
TX
Description : SEE INVOICE Price : 0.0234
612-3044357",AplPay TARGET       SAN MARCOS          TX,"SUITE 200
101 CONCHO STREET","SAN MARCOS
TX",78666,UNITED STATES,320252060460182190,Merchandise & Supplies-Wholesale Stores
07/24/2025,MOBILE PAYMENT - THANK YOU,-700.00,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,320252050408470556,
07/24/2025,MOCHAS & JAVAS      San Marcos          TX,3.71,"9qAPfDSMV8U squareup.com/receipts
MOCHAS & JAVAS
San Marcos
TX
squareup.com/receipts",MOCHAS & JAVAS      San Marcos          TX,"700 NORTH LBJ DR
SUITE 100","SAN MARCOS
TX",78666,UNITED STATES,320252050410886000,Restaurant-Bar & Café
07/23/2025,AplPay APPLE.COM/BILINTERNET CHARGE     CA,0.99,"MQQ610W2KKA RECORD STORE
AplPay APPLE.COM/BILL
INTERNET CHARGE
CA
RECORD STORE",AplPay APPLE.COM/BILINTERNET CHARGE     CA,"MS-3RA
12545 RIATA VISTA CIRCLE","AUSTIN
TX",78727-5205,UNITED STATES,320252040386172089,Merchandise & Supplies-Internet Purchase
07/21/2025,TARGET        033357SAN MARCOS          TX,7.02,"001612425   612-3044357
TARGET        033357 09100033357
SAN MARCOS
TX
Description : SEE INVOICE Price : 0.0702
612-3044357",TARGET        033357SAN MARCOS          TX,"SUITE 200
101 CONCHO STREET","SAN MARCOS
TX",78666,UNITED STATES,320252030375697411,Merchandise & Supplies-Wholesale Stores
07/21/2025,TXSTALKEKSBS 5076   SAN MARCOS          TX,10.19,"18147521    512-245-9903
TXSTALKEKSBS 5076
SAN MARCOS
TX
Description : STARBUCKS 59751 TS Price : 0.00
512-245-9903",TXSTALKEKSBS 5076   SAN MARCOS          TX,700 MOORE ST BLDG 30,"SAN MARCOS
TX",78666,UNITED STATES,320252030360870555,Business Services-Other Services
07/20/2025,MOBILE PAYMENT - THANK YOU,-317.00,"MOBILE PAYMENT - THANK YOU
",MOBILE PAYMENT - THANK YOU,,,,,320252010297591414,
07/20/2025,WALMART.COM         WALMART.COM         AR,8.06,"WEI0NSC7D1H 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252010304602289,Merchandise & Supplies-Internet Purchase
07/20/2025,WALMART.COM         WALMART.COM         AR,10.76,"WURGWNE8D1W 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252020347612160,Merchandise & Supplies-Internet Purchase
07/20/2025,WALMART.COM         WALMART.COM         AR,19.82,"W2GPUTKB78K 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252010304588318,Merchandise & Supplies-Internet Purchase
07/20/2025,WALMART.COM         WALMART.COM         AR,40.37,"WIELC2USCOH 800-925-6278
WALMART.COM
WALMART.COM
AR
Description : APPAREL HSWRS/ACC Price : 0.00
800-925-6278",WALMART.COM         WALMART.COM         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252010303256085,Merchandise & Supplies-Internet Purchase
07/20/2025,WALMART.COM 80092562BENTONVILLE         AR,2.98,"W75EO69DCX2 8009256278
WALMART.COM 8009256278 09920
BENTONVILLE
AR
Description : REFER TO RECEIPT Price : 0.00
8009256278",WALMART.COM 80092562BENTONVILLE         AR,702 SOUTH WEST 8TH ST,"BENTONVILLE
AR",72712-6209,UNITED STATES,320252020347563415,Merchandise & Supplies-Internet Purchase
07/19/2025,AplPay HUDSON NEWS SLAS VEGAS           NV,8.66,"719131829  719091829        89119
NEWS DEALERS/NEWSSTANDS
AplPay HUDSON NEWS ST 1953 1953
LAS VEGAS
NV
NEWS DEALERS/NEWSSTANDS
719091829        89119",AplPay HUDSON NEWS SLAS VEGAS           NV,"LAS VEGAS DISTRIBUTION CE
1120 GRIER DRIVE","LAS VEGAS
NV",89119,UNITED STATES,320252010305126064,Merchandise & Supplies-Book Stores
